"Statistic","CensusYear","Sex","Province County or City","UNIT","VALUE"
"2002 Population at Each Census Since 1841","1936","Male","Westmeath","Number","29039"
"2002 Population at Each Census Since 1841","1936","Male","Wexford","Number","48577"
"2002 Population at Each Census Since 1841","1936","Male","Wicklow","Number","29868"
"2002 Population at Each Census Since 1841","1936","Male","Munster","Number","485412"
"2002 Population at Each Census Since 1841","1936","Male","Clare","Number","47957"
"2002 Population at Each Census Since 1841","1936","Male","Cork","Number","179620"
"2002 Population at Each Census Since 1841","1936","Male","Kerry","Number","73503"
"2002 Population at Each Census Since 1841","1936","Male","Limerick","Number","72407"
"2002 Population at Each Census Since 1841","1936","Male","North Tipperary","Number","31406"
"2002 Population at Each Census Since 1841","1936","Male","South Tipperary","Number","40991"
"2002 Population at Each Census Since 1841","1936","Male","Waterford","Number","39528"
"2002 Population at Each Census Since 1841","1936","Male","Connacht","Number","276399"
"2002 Population at Each Census Since 1841","1936","Male","Galway","Number","89170"
"2002 Population at Each Census Since 1841","1936","Male","Leitrim","Number","27337"
"2002 Population at Each Census Since 1841","1936","Male","Mayo","Number","83213"
"2002 Population at Each Census Since 1841","1936","Male","Roscommon","Number","41308"
"2002 Population at Each Census Since 1841","1936","Male","Sligo","Number","35371"
"2002 Population at Each Census Since 1841","1936","Male","Ulster (part of)","Number","147364"
"2002 Population at Each Census Since 1841","1936","Male","Cavan","Number","41446"
"2002 Population at Each Census Since 1841","1936","Male","Donegal","Number","73924"
"2002 Population at Each Census Since 1841","1936","Male","Monaghan","Number","31994"
"2002 Population at Each Census Since 1841","1936","Female","State","Number","1447966"
"2002 Population at Each Census Since 1841","1936","Female","Leinster","Number","609132"
"2002 Population at Each Census Since 1841","1936","Female","Carlow","Number","16386"
"2002 Population at Each Census Since 1841","1936","Female","Dublin","Number","309827"
"2002 Population at Each Census Since 1841","1936","Female","Kildare","Number","25936"
"2002 Population at Each Census Since 1841","1936","Female","Kilkenny","Number","32125"
"2002 Population at Each Census Since 1841","1936","Female","Laois","Number","22960"
"2002 Population at Each Census Since 1841","1936","Female","Longford","Number","17695"
"2002 Population at Each Census Since 1841","1936","Female","Louth","Number","31510"
"2002 Population at Each Census Since 1841","1936","Female","Meath","Number","28904"
"2002 Population at Each Census Since 1841","1936","Female","Offaly","Number","23753"
"2002 Population at Each Census Since 1841","1936","Female","Westmeath","Number","25667"
"2002 Population at Each Census Since 1841","1936","Female","Wexford","Number","45668"
"2002 Population at Each Census Since 1841","1936","Female","Wicklow","Number","28701"
"2002 Population at Each Census Since 1841","1936","Female","Munster","Number","456860"
"2002 Population at Each Census Since 1841","1936","Female","Clare","Number","41922"
"2002 Population at Each Census Since 1841","1936","Female","Cork","Number","176337"
"2002 Population at Each Census Since 1841","1936","Female","Kerry","Number","66331"
"2002 Population at Each Census Since 1841","1936","Female","Limerick","Number","68746"
"2002 Population at Each Census Since 1841","1936","Female","North Tipperary","Number","28145"
"2002 Population at Each Census Since 1841","1936","Female","South Tipperary","Number","37293"
"2002 Population at Each Census Since 1841","1936","Female","Waterford","Number","38086"
"2002 Population at Each Census Since 1841","1936","Female","Connacht","Number","249069"
"2002 Population at Each Census Since 1841","1936","Female","Galway","Number","79028"
"2002 Population at Each Census Since 1841","1936","Female","Leitrim","Number","23571"
"2002 Population at Each Census Since 1841","1936","Female","Mayo","Number","78136"
"2002 Population at Each Census Since 1841","1936","Female","Roscommon","Number","36258"
"2002 Population at Each Census Since 1841","1936","Female","Sligo","Number","32076"
"2002 Population at Each Census Since 1841","1936","Female","Ulster (part of)","Number","132905"
"2002 Population at Each Census Since 1841","1936","Female","Cavan","Number","35224"
"2002 Population at Each Census Since 1841","1936","Female","Donegal","Number","68386"
"2002 Population at Each Census Since 1841","1936","Female","Monaghan","Number","29295"
"2002 Population at Each Census Since 1841","1946","Both sexes","State","Number","2955107"
"2002 Population at Each Census Since 1841","1946","Both sexes","Leinster","Number","1281117"
"2002 Population at Each Census Since 1841","1946","Both sexes","Carlow","Number","34081"
"2002 Population at Each Census Since 1841","1946","Both sexes","Dublin","Number","636193"
"2002 Population at Each Census Since 1841","1946","Both sexes","Kildare","Number","64849"
"2002 Population at Each Census Since 1841","1946","Both sexes","Kilkenny","Number","66712"
"2002 Population at Each Census Since 1841","1946","Both sexes","Laois","Number","49697"
"2002 Population at Each Census Since 1841","1946","Both sexes","Longford","Number","36218"
"2002 Population at Each Census Since 1841","1946","Both sexes","Louth","Number","66194"
"2002 Population at Each Census Since 1841","1946","Both sexes","Meath","Number","66232"
"2002 Population at Each Census Since 1841","1946","Both sexes","Offaly","Number","53686"
"2002 Population at Each Census Since 1841","1946","Both sexes","Westmeath","Number","54949"
"2002 Population at Each Census Since 1841","1946","Both sexes","Wexford","Number","91855"
"2002 Population at Each Census Since 1841","1946","Both sexes","Wicklow","Number","60451"
"2002 Population at Each Census Since 1841","1946","Both sexes","Munster","Number","917306"
"2002 Population at Each Census Since 1841","1946","Both sexes","Clare","Number","85064"
"2002 Population at Each Census Since 1841","1946","Both sexes","Cork","Number","343668"
"2002 Population at Each Census Since 1841","1946","Both sexes","Kerry","Number","133893"
"2002 Population at Each Census Since 1841","1946","Both sexes","Limerick","Number","142559"
"2002 Population at Each Census Since 1841","1946","Both sexes","North Tipperary","Number","58103"
"2002 Population at Each Census Since 1841","1946","Both sexes","South Tipperary","Number","77911"
"2002 Population at Each Census Since 1841","1946","Both sexes","Waterford","Number","76108"
"2002 Population at Each Census Since 1841","1946","Both sexes","Connacht","Number","492797"
"2002 Population at Each Census Since 1841","1946","Both sexes","Galway","Number","165201"
"2002 Population at Each Census Since 1841","1946","Both sexes","Leitrim","Number","44591"
"2002 Population at Each Census Since 1841","1946","Both sexes","Mayo","Number","148120"
"2002 Population at Each Census Since 1841","1946","Both sexes","Roscommon","Number","72510"
"2002 Population at Each Census Since 1841","1946","Both sexes","Sligo","Number","62375"
"2002 Population at Each Census Since 1841","1946","Both sexes","Ulster (part of)","Number","263887"
"2002 Population at Each Census Since 1841","1946","Both sexes","Cavan","Number","70355"
"2002 Population at Each Census Since 1841","1946","Both sexes","Donegal","Number","136317"
"2002 Population at Each Census Since 1841","1946","Both sexes","Monaghan","Number","57215"
"2002 Population at Each Census Since 1841","1946","Male","State","Number","1494877"
"2002 Population at Each Census Since 1841","1946","Male","Leinster","Number","630982"
"2002 Population at Each Census Since 1841","1946","Male","Carlow","Number","17702"
"2002 Population at Each Census Since 1841","1946","Male","Dublin","Number","292205"
"2002 Population at Each Census Since 1841","1946","Male","Kildare","Number","36057"
"2002 Population at Each Census Since 1841","1946","Male","Kilkenny","Number","35464"
"2002 Population at Each Census Since 1841","1946","Male","Laois","Number","26751"
"2002 Population at Each Census Since 1841","1946","Male","Longford","Number","19322"
"2002 Population at Each Census Since 1841","1946","Male","Louth","Number","33399"
"2002 Population at Each Census Since 1841","1946","Male","Meath","Number","34950"
"2002 Population at Each Census Since 1841","1946","Male","Offaly","Number","29311"
"2002 Population at Each Census Since 1841","1946","Male","Westmeath","Number","29058"
"2002 Population at Each Census Since 1841","1946","Male","Wexford","Number","46611"
"2002 Population at Each Census Since 1841","1946","Male","Wicklow","Number","30152"
"2002 Population at Each Census Since 1841","1946","Male","Munster","Number","467698"
"2002 Population at Each Census Since 1841","1946","Male","Clare","Number","45350"
"2002 Population at Each Census Since 1841","1946","Male","Cork","Number","171110"
"2002 Population at Each Census Since 1841","1946","Male","Kerry","Number","70113"
"2002 Population at Each Census Since 1841","1946","Male","Limerick","Number","72039"
"2002 Population at Each Census Since 1841","1946","Male","North Tipperary","Number","30365"
"2002 Population at Each Census Since 1841","1946","Male","South Tipperary","Number","40634"
"2002 Population at Each Census Since 1841","1946","Male","Waterford","Number","38087"
"2002 Population at Each Census Since 1841","1946","Male","Connacht","Number","257794"
"2002 Population at Each Census Since 1841","1946","Male","Galway","Number","87435"
"2002 Population at Each Census Since 1841","1946","Male","Leitrim","Number","24065"
"2002 Population at Each Census Since 1841","1946","Male","Mayo","Number","75073"
"2002 Population at Each Census Since 1841","1946","Male","Roscommon","Number","38845"
"2002 Population at Each Census Since 1841","1946","Male","Sligo","Number","32376"
"2002 Population at Each Census Since 1841","1946","Male","Ulster (part of)","Number","138403"
"2002 Population at Each Census Since 1841","1946","Male","Cavan","Number","38121"
"2002 Population at Each Census Since 1841","1946","Male","Donegal","Number","70269"
"2002 Population at Each Census Since 1841","1946","Male","Monaghan","Number","30013"
"2002 Population at Each Census Since 1841","1946","Female","State","Number","1460230"
"2002 Population at Each Census Since 1841","1946","Female","Leinster","Number","650135"
