"Statistic","HalfYear","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Midleton, Cork","Euro","656.44"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Millstreet, Cork","Euro","493.28"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Mitchelstown, Cork","Euro","550.83"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Montenotte, Cork","Euro","745.19"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Passage West, Cork","Euro","698.47"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Rathcormac, Cork","Euro","565.87"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Ringaskiddy, Cork","Euro",""
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Rochestown, Cork","Euro","847.26"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Skibbereen, Cork","Euro","486.13"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Tivoli, Cork","Euro","751.93"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Tower, Cork","Euro","785.32"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Whitegate, Cork","Euro","608.34"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Wilton, Cork","Euro","806.34"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Youghal, Cork","Euro","537.49"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Donegal","Euro","476.39"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Donegal Town","Euro","502.54"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Ballybofey, Donegal","Euro","500.26"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Buncrana, Donegal","Euro","477.85"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Bundoran, Donegal","Euro","457.72"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Carndonagh, Donegal","Euro","428.53"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Letterkenny, Donegal","Euro","480.46"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Lifford, Donegal","Euro","454.01"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Stranorlar, Donegal","Euro","491.41"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dublin","Euro","1054.78"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Balbriggan, Dublin","Euro","772.56"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Blackrock, Dublin","Euro","1266.55"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Booterstown, Dublin","Euro","1346.57"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Cabinteely, Dublin","Euro",""
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Citywest, Dublin","Euro",""
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dalkey, Dublin","Euro","1498.61"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Donabate, Dublin","Euro","864.79"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dun Laoghaire, Dublin","Euro","1054.58"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Glenageary, Dublin","Euro","1325.35"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Howth, Dublin","Euro","1269.45"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Killiney, Dublin","Euro","1458.7"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Kinsealy, Dublin","Euro","994.49"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Lucan, Dublin","Euro","978.7"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Lusk, Dublin","Euro","907.85"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Malahide, Dublin","Euro","1223.25"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Monkstown, Dublin","Euro","1061.03"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Mount Merrion, Dublin","Euro","1694.68"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Portmarnock, Dublin","Euro","1107.24"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Rathcoole, Dublin","Euro","896.91"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Rush, Dublin","Euro","872.11"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Saggart, Dublin","Euro","941.94"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Sandycove, Dublin","Euro","1185.17"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Shankill, Dublin","Euro","1123.77"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Skerries, Dublin","Euro","887.4"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Stepaside, Dublin","Euro",""
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Stillorgan, Dublin","Euro","1260.84"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Swords, Dublin","Euro","937.78"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dublin 1","Euro","993.78"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","I.F.S.C., Dublin 1","Euro","1635.8"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Parnell Street, Dublin 1","Euro","1038.91"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Spencer Dock, Dublin 1","Euro","1310.95"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Summerhill, Dublin 1","Euro","931.18"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dublin 2","Euro","1138.09"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Aungier Street, Dublin 2","Euro","929.22"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Charlemont Street, Dublin 2","Euro","1215.18"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Grand Canal Dock, Dublin 2","Euro","1494.29"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Grand Canal Square, Dublin 2","Euro","1574.44"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Hanover Quay, Dublin 2","Euro","1575.52"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Lower Mount Street, Dublin 2","Euro","1051.47"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Pearse Street, Dublin 2","Euro","1023.3"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Tara Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Temple Bar, Dublin 2","Euro","1126.41"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Townsend Street, Dublin 2","Euro","1085.2"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dublin 3","Euro","935.61"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Clonliffe, Dublin 3","Euro","770.96"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Clontarf, Dublin 3","Euro","988.39"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Drumcondra, Dublin 3","Euro","933.04"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","East Wall, Dublin 3","Euro","929.67"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Eastwall, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Fairview, Dublin 3","Euro","888.6"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Marino, Dublin 3","Euro","1095.53"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","North Strand, Dublin 3","Euro","887.37"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dublin 4","Euro","1280.14"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Ballsbridge, Dublin 4","Euro","1378.57"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Donnybrook, Dublin 4","Euro","1322.29"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Irishtown, Dublin 4","Euro","1105.58"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Merrion, Dublin 4","Euro","1199.25"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Pembroke, Dublin 4","Euro","1129.19"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Ringsend, Dublin 4","Euro","1182.58"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Sandymount, Dublin 4","Euro","1371.5"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dublin 5","Euro","1012.43"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Artane, Dublin 5","Euro","996.64"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Killester, Dublin 5","Euro","1031.57"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Raheny, Dublin 5","Euro","1042.22"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dublin 6","Euro","956.29"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dartry, Dublin 6","Euro","1291.05"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Harolds Cross, Dublin 6","Euro","989.03"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Milltown, Dublin 6","Euro","1264.51"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Ranelagh, Dublin 6","Euro","1000.56"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Rathgar, Dublin 6","Euro","916.48"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Rathmines, Dublin 6","Euro","853.12"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Terenure, Dublin 6","Euro","1004.29"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dublin 6W","Euro","1098.67"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Harolds Cross, Dublin 6W","Euro","1032.59"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Templeogue, Dublin 6W","Euro","1248.26"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Terenure, Dublin 6W","Euro","1186.59"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dublin 7","Euro","855.83"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Arbour Hill, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Cabra, Dublin 7","Euro","818.76"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Navan Road, Dublin 7","Euro","980.29"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","North Circular Road, Dublin 7","Euro","919.55"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Phibsboro, Dublin 7","Euro","777.12"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Smithfield, Dublin 7","Euro","1000.58"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Stoneybatter, Dublin 7","Euro","918.73"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dublin 8","Euro","921.19"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Christchurch, Dublin 8","Euro","912.46"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Cork Street, Dublin 8","Euro","930.52"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Dolphins Barn, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Inchicore, Dublin 8","Euro","902.76"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Islandbridge, Dublin 8","Euro","1031.16"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Kilmainham , Dublin 8","Euro","956.83"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Portobello, Dublin 8","Euro","876.04"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","Rialto, Dublin 8","Euro","879.5"
"RTB Average Monthly Rent Report","2011H2","All bedrooms","All property types","South Circular Road, Dublin 8","Euro","871.37"
